Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Continent,Automatic / Manual,A / M digital
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4.0,M6,Z,10.4,7.3,9.0,31.0,207.0,Europe,M,0
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4.0,A6,Z,10.0,7.8,9.0,31.0,207.0,Europe,A,1
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4.0,A6,Z,10.0,7.8,9.0,31.0,207.0,Europe,A,1
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4.0,A6,Z,10.0,7.8,9.0,31.0,207.0,Europe,A,1
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4.0,A6,Z,10.0,7.8,9.0,31.0,207.0,Europe,A,1
MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4.0,AV6,X,9.8,8.0,9.0,31.0,207.0,Asia,A,1
SCION,TC,COMPACT,2.5,4.0,AS6,X,10.2,7.5,9.0,31.0,207.0,Asia,A,1
SCION,TC,COMPACT,2.5,4.0,M6,X,10.2,7.6,9.0,31.0,207.0,Asia,M,0
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4.0,AV,X,9.9,7.8,9.0,31.0,207.0,Asia,A,1
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,M5,X,10.4,7.2,9.0,31.0,207.0,Europe,M,0
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4.0,A6,Z,10.2,7.5,9.0,31.0,207.0,Europe,A,1
AUDI,S3,SUBCOMPACT,2.0,4.0,AM6,Z,10.1,7.7,9.0,31.0,207.0,Europe,A,1
BMW,228I COUPE,SUBCOMPACT,2.0,4.0,M6,Z,10.7,6.9,9.0,31.0,207.0,Europe,M,0
BMW,320I SEDAN,COMPACT,2.0,4.0,M6,Z,10.7,6.9,9.0,31.0,207.0,Europe,M,0
BMW,328I SEDAN,COMPACT,2.0,4.0,M6,Z,10.7,6.9,9.0,31.0,207.0,Europe,M,0
BMW,428I COUPE,COMPACT,2.0,4.0,M6,Z,10.7,6.9,9.0,31.0,207.0,Europe,M,0
BMW,428I GRAN COUPE,COMPACT,2.0,4.0,M6,Z,10.9,6.8,9.0,31.0,207.0,Europe,M,0
BMW,Z4 SDRIVE28I,TWO-SEATER,2.0,4.0,M6,Z,10.7,6.9,9.0,31.0,207.0,Europe,M,0
FORD,ESCAPE,SUV - SMALL,1.6,4.0,AS6,X,10.4,7.4,9.0,31.0,207.0,America,A,1
KIA,SOUL,STATION WAGON - SMALL,2.0,4.0,AS6,X,10.1,7.7,9.0,31.0,207.0,Asia,A,1
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4.0,AS6,X,9.9,7.9,9.0,31.0,207.0,Asia,A,1
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4.0,AS7,Z,10.1,7.8,9.0,31.0,207.0,Europe,A,1
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4.0,AS7,Z,10.4,7.2,9.0,31.0,207.0,Europe,A,1
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4.0,M6,Z,10.4,7.2,9.0,31.0,207.0,Europe,M,0
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4.0,AS6,Z,10.1,7.8,9.0,31.0,207.0,Europe,A,1
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4.0,AS6,Z,10.1,7.8,9.0,31.0,207.0,Europe,A,1
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4.0,AS6,Z,10.1,7.8,9.0,31.0,207.0,Europe,A,1
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4.0,AS6,Z,10.1,7.8,9.0,31.0,207.0,Europe,A,1
NISSAN,ALTIMA,MID-SIZE,3.5,6.0,AV,X,10.3,7.4,9.0,31.0,207.0,Asia,A,1
SCION,TC,COMPACT,2.5,4.0,AS6,X,10.2,7.6,9.0,31.0,207.0,Asia,A,1
SCION,TC,COMPACT,2.5,4.0,M6,X,10.2,7.7,9.0,31.0,207.0,Asia,M,0
BMW,228I XDRIVE,SUBCOMPACT,2.0,4.0,AS8,Z,10.4,6.8,8.8,32.0,207.0,Europe,A,1
BMW,320I XDRIVE,COMPACT,2.0,4.0,AS8,Z,10.4,6.8,8.8,32.0,207.0,Europe,A,1
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.8,4.0,AS6,X,10.5,6.8,8.8,32.0,207.0,America,A,1
DODGE,DART GT,MID-SIZE,2.4,4.0,M6,X,10.2,7.0,8.8,32.0,207.0,America,M,0
HONDA,ACCORD,MID-SIZE,2.4,4.0,M6,X,10.3,7.2,8.9,32.0,207.0,Asia,M,0
JEEP,RENEGADE,SUV - SMALL,1.4,4.0,M6,X,9.9,7.5,8.8,32.0,207.0,America,M,0
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4.0,AV6,X,9.7,8.1,9.0,31.0,207.0,Asia,A,1
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,M6,X,10.1,7.2,8.8,32.0,207.0,Europe,M,0
BMW,230I CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,Z,10.0,7.2,8.7,32.0,207.0,Europe,A,1
HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4.0,AS6,X,10.0,7.2,8.7,32.0,207.0,Asia,A,1
KIA,FORTE 5,FULL-SIZE,1.6,4.0,AM7,X,9.4,7.9,8.7,32.0,207.0,Asia,A,1
JAGUAR,XF 25T AWD,MID-SIZE,2.0,4.0,AS8,Z,10.1,7.2,8.8,32.0,207.0,Europe,A,1
BMW,230I XDRIVE CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,Z,10.2,7.2,8.8,32.0,207.0,Europe,A,1
BMW,330I XDRIVE GRAN TURISMO,FULL-SIZE,2.0,4.0,AS8,Z,10.2,7.2,8.8,32.0,207.0,Europe,A,1
BMW,330I XDRIVE TOURING,STATION WAGON - SMALL,2.0,4.0,AS8,Z,10.2,7.2,8.8,32.0,207.0,Europe,A,1
BMW,430I XDRIVE COUPE,COMPACT,2.0,4.0,AS8,Z,10.2,7.2,8.8,32.0,207.0,Europe,A,1
BMW,430I XDRIVE GRAN COUPE,COMPACT,2.0,4.0,AS8,Z,10.2,7.2,8.8,32.0,207.0,Europe,A,1
BMW,530I XDRIVE,MID-SIZE,2.0,4.0,AS8,Z,10.2,7.2,8.8,32.0,207.0,Europe,A,1
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.5,4.0,A6,X,9.3,7.8,8.6,33.0,207.0,America,A,1
HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4.0,M6,X,9.8,7.4,8.7,32.0,207.0,Asia,M,0
BMW,X2 XDRIVE28I,SUV - SMALL,2.0,4.0,AS8,Z,9.9,7.6,8.8,32.0,207.0,Europe,A,1
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4.0,AS8,Z,10.2,7.4,8.9,32.0,207.0,Europe,A,1
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4.0,A9,E,15.2,10.2,12.9,22.0,206.0,America,A,1
KIA,FORTE KOUP,COMPACT,2.0,4.0,M6,X,10.0,7.4,8.8,32.0,206.0,Asia,M,0
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,AS6,X,9.8,7.8,8.9,32.0,206.0,Asia,A,1
MERCEDES-BENZ,B 250 4MATIC,MID-SIZE,2.0,4.0,AS7,Z,10.0,7.5,8.9,32.0,206.0,Europe,A,1
BMW,320I XDRIVE,COMPACT,2.0,4.0,AS8,Z,10.3,6.9,8.8,32.0,206.0,Europe,A,1
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4.0,AS6,X,9.8,7.3,8.7,32.0,206.0,Asia,A,1
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4.0,A9,E,14.4,10.2,12.5,23.0,206.0,America,A,1
KIA,SOUL,STATION WAGON - SMALL,2.0,4.0,AS6,X,9.5,7.8,8.7,32.0,206.0,Asia,A,1
MITSUBISHI,LANCER,COMPACT,2.4,4.0,AV6,X,9.9,7.7,8.9,32.0,206.0,Asia,A,1
MAZDA,CX-5 ,SUV - SMALL,2.0,4.0,M6,X,9.7,7.7,8.8,32.0,206.0,Asia,M,0
MAZDA,CX-5,SUV - SMALL,2.5,4.0,AS6,X,9.7,7.8,8.8,32.0,206.0,Asia,A,1
VOLVO,S90 T5 AWD,MID-SIZE,2.0,4.0,AS8,Z,10.1,7.4,8.8,32.0,206.0,Europe,A,1
MAZDA,CX-5,SUV - SMALL,2.0,4.0,M6,X,9.7,7.7,8.8,32.0,206.0,Asia,M,0
MITSUBISHI,RVR,SUV - SMALL,2.0,4.0,AV6,X,9.7,7.8,8.8,32.0,206.0,Asia,A,1
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4.0,AM7,Z,10.0,7.4,8.8,32.0,206.0,Europe,A,1
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4.0,AM7,Z,10.0,7.4,8.8,32.0,206.0,Europe,A,1
BMW,530I XDRIVE SEDAN,MID-SIZE,2.0,4.0,AS8,Z,9.9,7.5,8.8,32.0,206.0,Europe,A,1
KIA,SOUL,STATION WAGON - SMALL,2.0,4.0,M6,X,9.6,7.6,8.7,32.0,206.0,Asia,M,0
FORD,FOCUS,COMPACT,2.0,4.0,M6,X,10.2,7.4,8.9,32.0,205.0,America,M,0
FORD,FUSION,MID-SIZE,2.5,4.0,AS6,X,10.5,7.0,8.9,32.0,205.0,America,A,1
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,A6,X,9.8,7.9,8.9,32.0,205.0,Asia,A,1
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4.0,AS6,X,9.8,7.9,8.9,32.0,205.0,Asia,A,1
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4.0,AS7,Z,10.3,7.2,8.9,32.0,205.0,Europe,A,1
TOYOTA,RAV4,SUV - SMALL,2.5,4.0,AS6,X,10.0,7.6,8.9,32.0,205.0,Asia,A,1
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4.0,AM6,Z,10.1,7.5,8.9,32.0,205.0,Europe,A,1
AUDI,A4,COMPACT,2.0,4.0,AV8,Z,9.9,7.6,8.9,32.0,205.0,Europe,A,1
AUDI,Q5 HYBRID,SUV - SMALL,2.0,4.0,AS8,Z,9.8,7.9,8.9,32.0,205.0,Europe,A,1
BMW,228I CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,Z,10.4,7.1,8.9,32.0,205.0,Europe,A,1
BMW,428I CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,Z,10.4,7.1,8.9,32.0,205.0,Europe,A,1
BMW,428I GRAN COUPE,COMPACT,2.0,4.0,AS8,Z,10.4,7.1,8.9,32.0,205.0,Europe,A,1
BMW,528I SEDAN,MID-SIZE,2.0,4.0,AS8,Z,10.4,7.1,8.9,32.0,205.0,Europe,A,1
FORD,FOCUS,COMPACT,2.0,4.0,M6,X,10.2,7.3,8.9,32.0,205.0,America,M,0
FORD,FUSION,MID-SIZE,2.0,4.0,AS6,X,10.5,7.0,8.9,32.0,205.0,America,A,1
FORD,FUSION,MID-SIZE,2.5,4.0,AS6,X,10.6,7.0,8.9,32.0,205.0,America,A,1
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,AS6,X,9.8,7.8,8.9,32.0,205.0,Asia,A,1
LINCOLN,MKZ,MID-SIZE,2.0,4.0,AS6,X,10.5,7.0,8.9,32.0,205.0,America,A,1
MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2.0,4.0,AS7,Z,10.0,7.5,8.9,32.0,205.0,Europe,A,1
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4.0,AS6,X,10.0,7.6,8.9,32.0,205.0,Asia,A,1
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AS6,X,10.4,7.0,8.9,32.0,205.0,Europe,A,1
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4.0,M6,Z,10.3,7.2,8.9,32.0,205.0,Europe,M,0
VOLVO,S60 T6   ,COMPACT,2.0,4.0,AS8,Z,10.1,7.3,8.9,32.0,205.0,Europe,A,1
CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4.0,AS6,X,9.7,7.6,8.7,32.0,205.0,America,A,1
DODGE,DART,MID-SIZE,2.4,4.0,M6,X,10.5,6.7,8.8,32.0,205.0,America,M,0
ALFA ROMEO,GIULIA,MID-SIZE,2.0,4.0,A8,Z,10.0,7.2,8.7,32.0,205.0,Europe,A,1
AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4.0,AM6,X,9.7,7.5,8.7,32.0,205.0,Europe,A,1
AUDI,A4 QUATTRO,COMPACT,2.0,4.0,AM7,Z,9.8,7.7,8.8,32.0,205.0,Europe,A,1
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,AS6,X,9.4,7.8,8.7,32.0,205.0,Asia,A,1
MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4.0,AS8,Z,10.0,7.2,8.7,32.0,205.0,Europe,A,1
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4.0,M5,X,9.9,7.3,8.7,32.0,205.0,Asia,M,0
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4.0,AV7,Z,9.4,7.8,8.7,32.0,205.0,Asia,A,1
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AS6,X,9.8,7.4,8.7,32.0,205.0,Europe,A,1
ACURA,TLX,COMPACT,2.4,4.0,AM8,Z,10.0,7.1,8.7,32.0,205.0,America,A,1
HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4.0,M6,X,9.8,7.3,8.7,32.0,205.0,Asia,M,0
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4.0,AV,X,9.7,7.4,8.7,32.0,205.0,Asia,A,1
BUICK,ENCORE AWD (SIDI WITH STOP/START),SUV - SMALL,1.4,4.0,AS6,X,9.4,7.9,8.8,32.0,205.0,America,A,1
HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4.0,AM7,X,9.7,7.4,8.6,33.0,205.0,Asia,A,1
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4.0,A9,Z,10.0,7.3,8.8,32.0,205.0,Europe,A,1
AUDI,A4 QUATTRO,COMPACT,2.0,4.0,AM7,Z,10.0,7.3,8.8,32.0,205.0,Europe,A,1
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4.0,AM7,Z,10.0,7.3,8.8,32.0,205.0,Europe,A,1
AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2.0,4.0,AM7,Z,10.0,7.3,8.8,32.0,205.0,Europe,A,1
AUDI,A6 QUATTRO,MID-SIZE,2.0,4.0,AM7,Z,9.8,7.4,8.7,32.0,205.0,Europe,A,1
SUBARU,LEGACY AWD,FULL-SIZE,2.4,4.0,AV8,X,9.9,7.3,8.7,32.0,205.0,Asia,A,1
VOLKSWAGEN,PASSAT,MID-SIZE,2.0,4.0,AS6,X,10.2,6.9,8.7,32.0,205.0,Europe,A,1
AUDI,A3,SUBCOMPACT,1.8,4.0,AM6,X,10.0,7.1,8.7,32.0,204.0,Europe,A,1
HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4.0,AS6,X,10.0,7.0,8.6,33.0,204.0,Asia,A,1
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4.0,AV7,X,8.9,8.4,8.7,32.0,204.0,America,A,1
MITSUBISHI,LANCER,COMPACT,2.4,4.0,AV6,X,9.8,7.6,8.8,32.0,204.0,Asia,A,1
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4.0,AV6,X,9.6,7.5,8.7,32.0,204.0,Asia,A,1
AUDI,A4 QUATTRO,COMPACT,2.0,4.0,M6,Z,9.9,7.0,8.6,33.0,204.0,Europe,M,0
FORD,FUSION,MID-SIZE,1.5,4.0,AS6,X,10.0,7.0,8.7,32.0,204.0,America,A,1
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4.0,M6,X,9.8,7.2,8.7,32.0,204.0,Asia,M,0
KIA,FORTE 5,FULL-SIZE,2.0,4.0,M6,X,9.8,7.3,8.7,32.0,204.0,Asia,M,0
KIA,FORTE KOUP,COMPACT,1.6,4.0,AM7,X,9.6,7.4,8.6,33.0,204.0,Asia,A,1
MAZDA,CX-5,SUV - SMALL,2.5,4.0,AS6,X,9.8,7.7,8.6,33.0,204.0,Asia,A,1
MITSUBISHI,RVR,SUV - SMALL,2.0,4.0,AV6,X,9.7,7.8,8.8,32.0,204.0,Asia,A,1
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4.0,M6,Z,9.5,7.6,8.7,32.0,204.0,Asia,M,0
TOYOTA,86,MINICOMPACT,2.0,4.0,AS6,Z,9.9,7.3,8.7,32.0,204.0,Asia,A,1
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4.0,AS6,X,10.1,7.0,8.7,32.0,204.0,Europe,A,1
VOLVO,S90 T5,MID-SIZE,2.0,4.0,AS8,Z,10.1,7.0,8.7,32.0,204.0,Europe,A,1
VOLVO,V90 T5,STATION WAGON - MID-SIZE,2.0,4.0,AS8,Z,10.1,7.0,8.7,32.0,204.0,Europe,A,1
AUDI,A4 QUATTRO,COMPACT,2.0,4.0,M6,Z,9.9,7.1,8.7,32.0,204.0,Europe,M,0
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4.0,M6,Z,9.9,7.1,8.7,32.0,204.0,Europe,M,0
MERCEDES-BENZ,CLA 250 4MATIC,COMPACT,2.0,4.0,AM7,Z,9.9,7.3,8.7,32.0,204.0,Europe,A,1
AUDI,A4 QUATTRO,COMPACT,2.0,4.0,AM7,Z,10.0,7.0,8.7,32.0,204.0,Europe,A,1
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4.0,AM7,Z,10.0,7.0,8.7,32.0,204.0,Europe,A,1
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4.0,AM7,Z,10.0,7.0,8.7,32.0,204.0,Europe,A,1
AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2.0,4.0,AM7,Z,10.0,7.0,8.7,32.0,204.0,Europe,A,1
BUICK,ENCORE,SUV - SMALL,1.4,4.0,AS6,X,9.4,7.8,8.7,32.0,204.0,America,A,1
JEEP,RENEGADE,SUV - SMALL,1.3,4.0,A9,X,9.8,7.4,8.7,32.0,204.0,America,A,1
MAZDA,MAZDA3 5-DOOR 4WD,MID-SIZE,2.5,4.0,AS6,X,9.8,7.4,8.7,32.0,204.0,Asia,A,1
MERCEDES-BENZ,CLA 250 4MATIC,MINICOMPACT,2.0,4.0,AM7,Z,9.9,7.3,8.7,32.0,204.0,Europe,A,1
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4.0,AV,X,9.6,7.5,8.7,32.0,204.0,Asia,A,1
BMW,230I CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,Z,10.1,7.0,8.7,32.0,204.0,Europe,A,1
BMW,430I COUPE,COMPACT,2.0,4.0,AS8,Z,10.1,7.0,8.7,32.0,204.0,Europe,A,1
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.5,4.0,A6,X,9.3,8.0,8.7,32.0,204.0,America,A,1
FIAT,500L,STATION WAGON - SMALL,1.4,4.0,AM6,X,9.9,7.2,8.7,32.0,203.0,Europe,A,1
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4.0,AS6,X,9.8,7.2,8.6,33.0,203.0,Asia,A,1
JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4.0,M6,X,9.9,7.5,8.8,32.0,203.0,America,M,0
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4.0,AS7,Z,9.8,7.4,8.7,32.0,203.0,Europe,A,1
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4.0,M6,Z,10.0,7.0,8.7,32.0,203.0,Europe,M,0
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4.0,M6,Z,10.0,7.0,8.7,32.0,203.0,Europe,M,0
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4.0,M6,Z,10.0,7.0,8.7,32.0,203.0,Europe,M,0
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4.0,M5,X,9.9,7.2,8.7,32.0,203.0,Asia,M,0
VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4.0,AS6,X,9.7,7.5,8.7,32.0,203.0,Europe,A,1
KIA,FORTE KOUP,COMPACT,2.0,4.0,AS6,X,9.6,7.3,8.6,33.0,203.0,Asia,A,1
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4.0,AV,X,9.6,7.4,8.6,33.0,203.0,Asia,A,1
AUDI,A4 QUATTRO,COMPACT,2.0,4.0,AM7,Z,10.0,7.0,8.7,32.0,203.0,Europe,A,1
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4.0,AM7,Z,10.0,7.0,8.7,32.0,203.0,Europe,A,1
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4.0,AM7,Z,10.0,7.0,8.7,32.0,203.0,Europe,A,1
AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2.0,4.0,AM7,Z,10.0,7.0,8.7,32.0,203.0,Europe,A,1
FORD,FUSION,MID-SIZE,1.5,4.0,AS6,X,10.0,7.0,8.7,32.0,203.0,America,A,1
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4.0,AS6,Z,9.8,7.3,8.7,32.0,203.0,Europe,A,1
FIAT,500,MINICOMPACT,1.4,4.0,A6,X,9.7,7.4,8.7,32.0,203.0,Europe,A,1
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4.0,M6,X,9.8,7.3,8.7,32.0,203.0,Europe,M,0
CADILLAC,CT4,COMPACT,2.0,4.0,AS8,Z,10.1,6.8,8.7,32.0,203.0,America,A,1
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4.0,AM7,X,9.7,7.5,8.7,32.0,203.0,Europe,A,1
AUDI,A4,COMPACT,2.0,4.0,AV8,Z,9.9,7.4,8.8,32.0,202.0,Europe,A,1
BMW,320I XDRIVE,COMPACT,2.0,4.0,A8,Z,10.2,7.0,8.8,32.0,202.0,Europe,A,1
BMW,528I,MID-SIZE,2.0,4.0,A8,Z,10.2,7.0,8.8,32.0,202.0,Europe,A,1
CHEVROLET,CRUZE,MID-SIZE,1.8,4.0,AS6,X,10.5,6.7,8.8,32.0,202.0,America,A,1
DODGE,DART,MID-SIZE,2.4,4.0,M6,X,10.5,6.7,8.8,32.0,202.0,America,M,0
DODGE,DART GT,MID-SIZE,2.4,4.0,M6,X,10.2,7.0,8.8,32.0,202.0,America,M,0
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4.0,A6,X,9.9,7.5,8.8,32.0,202.0,Asia,A,1
KIA,SOUL ECO DYNAMICS,STATION WAGON - SMALL,2.0,4.0,A6,X,9.7,7.8,8.8,32.0,202.0,Asia,A,1
MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,3.5,6.0,AS7,Z,9.6,7.9,8.8,32.0,202.0,Europe,A,1
MITSUBISHI,RVR,SUV - SMALL,2.0,4.0,M5,X,9.9,7.5,8.8,32.0,202.0,Asia,M,0
NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4.0,AV,X,9.1,8.5,8.8,32.0,202.0,Asia,A,1
CHEVROLET,CRUZE,MID-SIZE,1.8,4.0,AS6,X,10.5,6.8,8.8,32.0,202.0,America,A,1
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4.0,AS6,X,9.9,7.6,8.8,32.0,202.0,Asia,A,1
JEEP,RENEGADE,SUV - SMALL,1.4,4.0,M6,X,9.9,7.5,8.8,32.0,202.0,America,M,0
JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4.0,M6,X,9.9,7.5,8.8,32.0,202.0,America,M,0
KIA,FORTE KOUP,COMPACT,2.0,4.0,M6,X,10.0,7.4,8.8,32.0,202.0,Asia,M,0
KIA,SOUL ECO DYNAMICS,STATION WAGON - SMALL,2.0,4.0,AS6,X,9.7,7.7,8.8,32.0,202.0,Asia,A,1
MERCEDES-BENZ,CLA 250 4MATIC,SUBCOMPACT,2.0,4.0,AS7,Z,9.9,7.4,8.8,32.0,202.0,Europe,A,1
MITSUBISHI,RVR,SUV - SMALL,2.0,4.0,M5,X,9.9,7.6,8.8,32.0,202.0,Asia,M,0
MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4.0,AV6,X,9.6,7.7,8.8,32.0,202.0,Asia,A,1
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4.0,AV8,Z,9.4,8.1,8.8,32.0,202.0,Asia,A,1
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4.0,AM6,Z,10.0,7.3,8.8,32.0,202.0,Europe,A,1
VOLVO,V60 CC,SUV - SMALL,2.0,4.0,AS8,X,9.8,7.6,8.8,32.0,202.0,Europe,A,1
VOLVO,XC60 T5,SUV - SMALL,2.0,4.0,AS8,X,9.8,7.6,8.8,32.0,202.0,Europe,A,1
VOLVO,XC70 T5,SUV - SMALL,2.0,4.0,AS8,X,9.8,7.6,8.8,32.0,202.0,Europe,A,1
CHEVROLET,MALIBU LIMITED,MID-SIZE,2.5,4.0,AS6,X,10.0,7.0,8.6,33.0,202.0,America,A,1
DODGE,DART,MID-SIZE,2.4,4.0,A6,X,10.1,6.8,8.6,33.0,202.0,America,A,1
HONDA,CR-V AWD,SUV - SMALL,2.4,4.0,AV,X,9.5,7.5,8.6,33.0,202.0,Asia,A,1
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4.0,M6,X,9.8,7.1,8.6,33.0,202.0,Asia,M,0
MITSUBISHI,RVR,SUV - SMALL,2.0,4.0,AV6,X,9.6,7.6,8.7,32.0,202.0,Asia,A,1
BMW,320I,COMPACT,2.0,4.0,M6,Z,10.2,6.7,8.6,33.0,202.0,Europe,M,0
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4.0,A6,X,9.7,7.4,8.7,32.0,202.0,Europe,A,1
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4.0,A6,X,9.7,7.4,8.7,32.0,202.0,Europe,A,1
BMW,230I XDRIVE COUPE,SUBCOMPACT,2.0,4.0,AS8,Z,9.9,7.1,8.6,33.0,202.0,Europe,A,1
FIAT,500,MINICOMPACT,1.4,4.0,A6,X,9.7,7.4,8.7,32.0,202.0,Europe,A,1
FIAT,500 ABARTH,MINICOMPACT,1.4,4.0,A6,X,9.7,7.4,8.7,32.0,202.0,Europe,A,1
HYUNDAI,KONA AWD,SUV - SMALL,2.0,4.0,AS6,X,9.2,7.8,8.6,33.0,202.0,Asia,A,1
HYUNDAI,SONATA,FULL-SIZE,2.4,4.0,AS6,X,9.8,6.9,8.5,33.0,202.0,Asia,A,1
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4.0,A9,Z,9.6,7.4,8.6,33.0,202.0,Europe,A,1
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4.0,AM7,X,9.6,7.5,8.6,33.0,202.0,Europe,A,1
GMC,TERRAIN,SUV - SMALL,1.5,4.0,A9,X,9.2,7.8,8.6,33.0,202.0,America,A,1
MAZDA,CX-30 4WD,SUV - SMALL,2.0,4.0,AS6,X,9.4,7.7,8.6,33.0,202.0,Asia,A,1
